line_id,line_name,station_id,station_name,station_sequence,gd_longitude,gd_latitude,longitude,latitude
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10130461,团结桥西,9,120.624592,31.279266,120.620412299489,31.281446955858087
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10129795,团结桥东,10,120.627891,31.279653,120.62370765730745,31.281830086133677
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10844381,南环新村(汽车南站西)2,11,120.633073,31.280234,120.62888309803797,31.2824043255859
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10129972,翠园新村,12,120.637569,31.284284,120.6333723519637,31.28644637467608
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10129957,南园桥北,13,120.636111,31.291875,120.63191588564182,31.29403640031845
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10959414,桂花新村北,14,120.637387,31.293437,120.63318987652075,31.295595941550317
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10129956,桂花公园,15,120.641897,31.293815,120.63769279207791,31.295966979031363
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10129955,葑门西街,16,120.645838,31.296155,120.64162696525091,31.29829971254943
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10130351,葑门,17,120.646424,31.299679,120.642211655677,31.301821352531544
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10130350,葑门换乘站南,18,120.651437,31.300508,120.64721552936807,31.302641469404474
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10130373,苏大东校区,19,120.652387,31.303589,120.64816349979199,31.305719597743263
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10129918,夏园新村,20,120.655082,31.305851,120.65085318160664,31.307975912002828
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10132316,百安居西,21,120.657348,31.306784,120.65311469420426,31.3089044333823
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10130168,海关大楼,22,120.65829,31.313394,120.6540542943335,31.31551018255426
